SECURITY_CODE,SECURITY_NAME_ABBR,REPORT_DATE,NETCASH_OPERATE,NETCASH_OPERATE_RATIO,SALES_SERVICES,SALES_SERVICES_RATIO,PAY_STAFF_CASH,PSC_RATIO,NETCASH_INVEST,NETCASH_INVEST_RATIO,RECEIVE_INVEST_INCOME,RII_RATIO,CONSTRUCT_LONG_ASSET,CLA_RATIO,NETCASH_FINANCE,NETCASH_FINANCE_RATIO
000858,五粮液,2020-06-30 00:00:00,1168132703.99,15.3330659737,28614032642.28,375.5916162416,3488477427.26,45.7902208859,-262005274.69,-3.4391162481,,,277680164.56,3.6448669472,-8524537611.0,-111.8942198415
000858,五粮液,2019-12-31 00:00:00,23112072040.66,162.2573367982,63111448367.92,443.0712882706,5633645226.36,39.5507710986,-1616404313.68,-11.3478989969,,,1698655125.66,11.9253373883,-7251646962.56,-50.9098847337
000858,五粮液,2020-03-31 00:00:00,-1201790976.97,-89.2722189664,12687016441.39,942.4252066209,1843635458.65,136.9501281943,-144439052.98,-10.729315673,,,144478236.1,10.732226299,,
000858,五粮液,2019-09-30 00:00:00,16191322654.6,216.1055095459,42324123606.97,564.8998845422,4351646469.25,58.0814055567,-1453990233.56,-19.4064010088,,,1459724888.58,19.4829414232,-7245046962.56,-96.6996087304
000858,五粮液,2019-06-30 00:00:00,8365812629.04,897.7918408408,27964523311.49,3001.0618185383,3023786794.24,324.5029780953,-1286879350.25,-138.1037123388,,,1292470007.83,138.7036835529,-6147141158.17,-659.6912243939
000858,五粮液,2018-12-31 00:00:00,12317359034.9,147.1916550061,46031388431.46,550.072156398,4824010398.0,57.6466166356,-331556495.51,-3.9620789784,36240580.82,0.4330726298,381381461.74,4.5574841476,-3617923526.77,-43.2339554349
000858,五粮液,2019-03-31 00:00:00,7926569918.5,101.2095879442,17697564959.4,225.9695272448,1965410864.59,25.0951452887,-94630384.72,-1.2082782771,,,96106689.64,1.2271283237,,
000858,五粮液,2018-09-30 00:00:00,3876870034.45,6956.5877056511,26438870647.47,47441.4465440246,3733232035.69,6698.8461957839,-225692590.81,-404.9788330622,36000000.0,64.5977696384,266963573.64,479.0347619956,-3595831122.17,-6452.2964024597
000858,五粮液,2018-06-30 00:00:00,596647017.74,32.523202895,17210556067.07,938.1466600225,2683558317.44,146.2806467537,-215920991.33,-11.769843813,,,220511645.3,12.0200801606,1453715334.72,79.2419594449
000858,五粮液,2018-03-31 00:00:00,2398028543.69,106.6007085632,10414204004.89,462.9475862429,1285809156.06,57.1586887378,-148357324.95,-6.594999047,,,148455263.44,6.5993527534,,
000858,五粮液,2017-12-31 00:00:00,9766175822.66,164.8053393496,35753619516.24,603.346438191,3494598459.27,58.9717506042,-200881273.53,-3.3898945764,,,216058886.55,3.6460185403,-3639243140.55,-61.4126462235
000858,五粮液,2017-09-30 00:00:00,6093165397.64,259.9976140395,21956722427.07,936.9014413061,2664960126.43,113.7148311534,-110266687.33,-4.7051202032,,,126545615.28,5.3997480608,-3639243140.55,-155.2878465796
000858,五粮液,2017-06-30 00:00:00,3164691697.55,1542.1333306347,14461279629.17,7046.8859058329,1730371896.0,843.1987789777,-81509757.66,-39.7191657427,,,89131857.5,43.4333645766,-3288334398.0,-1602.3836007009
000858,五粮液,2017-03-31 00:00:00,1843612667.26,103.6720653099,7704893440.56,433.2700844169,1000142663.72,56.2411277563,-65286821.83,-3.6712807288,,,66866188.82,3.7600934391,0.0,0.0
000858,五粮液,2016-12-31 00:00:00,11696760569.21,140.2198807275,33044819191.48,396.1387922984,3198746989.09,38.3463368882,-161259335.11,-1.9331647084,36000000.0,0.4315652762,307337776.3,3.6843420091,-3193927561.71,-38.2885619574
000858,五粮液,2016-09-30 00:00:00,10562390293.71,143.961656108,22848292297.96,311.4141692352,2358857410.87,32.1503949342,-101657345.78,-1.3855537854,36000000.0,0.4906673088,206243187.98,2.8110219446,-3123845879.14,-42.5769180727
000858,五粮液,2016-06-30 00:00:00,4311242229.58,101.4640153925,13621985528.36,320.5900470735,1660122901.89,39.0705802878,-64327610.42,-1.5139343387,36000000.0,0.8472510612,167783179.62,3.9487354718,2077260.0,0.0488877983
000858,五粮液,2016-03-31 00:00:00,759516944.15,108.9963051083,6669657116.43,957.1451797485,995029152.66,142.7940508113,-62678472.46,-8.9948248826,36000000.0,5.1662665516,98697173.26,14.1637751374,0.0,0.0
000858,五粮液,2015-12-31 00:00:00,6691068449.78,169.7343114823,26084485451.91,661.6928539562,2874978784.31,72.9304367671,-394174289.16,-9.999135725,,,395218520.86,10.0256250592,-2354913014.8,-59.7377746421
000858,五粮液,2015-09-30 00:00:00,5709770665.2,191.1913095487,17113243342.42,573.0358708107,2129670825.07,71.3118928636,-325023789.67,-10.8834010375,,,325684472.2,10.9055239502,-2398403819.8,-80.3104001933
000858,五粮液,2015-06-30 00:00:00,3116614507.29,662.5513050372,11274169523.64,2396.7403455341,1486277672.98,315.9631098351,-227819719.44,-48.4314797596,,,228478960.54,48.5716257578,-2418403819.8,-514.1208844301
000858,五粮液,2015-03-31 00:00:00,1932422884.71,105.3204204759,6643981136.11,362.1085697264,827733469.93,45.1129190121,-101584998.55,-5.5365597489,,,102048998.65,5.5618485643,4000000.0,0.2180069824
000858,五粮液,2014-12-31 00:00:00,794565645.34,23.4982049706,20235325675.32,598.4324053709,2849896873.71,84.2818479207,-1186538462.43,-35.0902712183,,,411004620.02,12.1549060946,-2989275619.56,-88.4037859352
000858,五粮液,2014-09-30 00:00:00,-753891432.67,-15.2392552331,11551516445.68,233.5037908856,1957459191.84,39.568323687,-1200537996.81,-24.2678244606,,,292777427.69,5.9182393561,-2992609610.57,-60.4929830637
000858,五粮液,2014-06-30 00:00:00,-1826814406.4,-31.9453576746,6808791793.57,119.0647984905,1456678993.5,25.4728292603,-896828644.64,-15.6827709074,,,202670140.46,3.5440765653,-2994919047.97,-52.371910282
000858,五粮液,2014-03-31 00:00:00,-2201725478.64,-73.7191719977,3056755228.48,102.3476662415,840657709.53,28.1472830656,-784913436.28,-26.2808280023,,,88471907.12,2.962256558,0.0,0.0
000858,五粮液,2013-12-31 00:00:00,1458910756.88,70.0721601678,24903786975.08,1196.1404366056,2748658533.36,132.0193439441,-321881532.12,-15.4601192482,3732421.22,0.179269922,341534397.35,16.4040554784,-3219033426.92,-154.6116682004
000858,五粮液,2013-09-30 00:00:00,313978957.7,9.602105855,15709598752.91,480.431017638,2106734409.13,64.4281608965,-265877128.97,-8.1310555188,3732421.22,0.114144922,286139179.36,8.7507096323,-3318001362.16,-101.4711321415
000858,五粮液,2013-06-30 00:00:00,1497787082.24,71.6832675486,13382599510.53,640.4838662207,1540254145.16,73.7157178677,-195739857.64,-9.3680021356,3732421.22,0.1786316307,215862695.83,10.331070125,-3391501362.16,-162.3153934346
000858,五粮液,2013-03-31 00:00:00,1136711876.19,118.3582015336,7497844122.14,780.7003377586,917218400.18,95.5038145838,-144084136.18,-15.0025169834,,,144070201.89,15.001066099,-32227986.16,-3.3556845502
000858,五粮液,2012-12-31 00:00:00,8749667084.48,139.0017433948,33004835030.01,524.3319048982,2539978448.13,40.3514132671,-341375020.96,-5.423260406,3403970.22,0.0540772341,355506717.47,5.6477638566,-2113851892.23,-33.581746078
000858,五粮液,2012-09-30 00:00:00,6548229191.19,155.2921401954,22385089218.82,530.8654159406,1952507680.29,46.3039834996,-215190083.07,-5.1032619007,3403970.22,0.0807256138,228521903.89,5.4194278332,-2116322677.43,-50.1888782947
000858,五粮液,2012-06-30 00:00:00,3947604599.09,240.6806933605,14904132971.1,908.6870195279,1355459366.77,82.6407235141,-191098596.62,-11.6510510565,3336671.82,0.2034328583,204363119.04,12.4597729973,-2116322677.43,-129.0296423041
000858,五粮液,2012-03-31 00:00:00,1681643781.72,126.2207104781,7546157733.37,566.3990203156,784852172.99,58.909383766,-133471085.64,-10.0180641352,2890208.46,0.2169330801,146432254.7,10.9909027263,-215868531.93,-16.202646343
000858,五粮液,2011-12-31 00:00:00,9533022924.41,128.5397160479,27452271742.6,370.1561658503,2209763985.92,29.7956312006,-613471889.03,-8.2718255316,289920.28,0.0039091766,536106369.48,7.2286577984,-1503137193.91,-20.2677397944
000858,五粮液,2011-09-30 00:00:00,6771939952.19,138.3169643236,19617249637.69,400.6825868836,1599503135.15,32.669872982,-448542317.9,-9.1614828573,285035.2,0.0058218478,351106948.1,7.1713641227,-1427440016.0,-29.1554814663
000858,五粮液,2011-06-30 00:00:00,5409806169.54,132.687360209,14814609218.2,363.3607800514,1103501645.48,27.0657978745,-288258762.89,-7.0701783218,133008.76,0.0032623315,288668171.65,7.0802199695,-1044440016.0,-25.6171818872
